;FLIGHT;GATE;DEPARTURE;PAX ARRIVAL;STATUS;SPAWN;SHIFT
1286;RYR|1|555|D41;3;555;360;NORMAL;SOUTH;240
6768;RYR|1|555|D41;3;555;360;NORMAL;SOUTH;240
1364;EJU|1|565|D43;18;565;360;NORMAL;SOUTH;240
1774;EJU|1|565|D43;18;565;360;NORMAL;NORTH;240
1795;WZZ|1|590|D8;19;590;360;NORMAL;NORTH;240
1492;AUA|1|615|D54;5;615;360;NORMAL;NORTH;240
6844;AUA|1|615|D54;5;615;360;NORMAL;NORTH;240
1059;EWG|1|485|D92;18;485;361;NORMAL;NORTH;240
1277;EWG|1|485|D92;18;485;361;NORMAL;SOUTH;240
6639;EWG|1|485|D92;18;485;361;NORMAL;NORTH;240
6758;EWG|1|485|D92;18;485;361;NORMAL;SOUTH;240
1332;EJU|1|530|D43;22;530;361;NORMAL;SOUTH;240
1349;WZZ|1|530|D46;19;530;361;NORMAL;SOUTH;240
6790;EJU|1|530|D43;22;530;361;NORMAL;SOUTH;240
1084;WZZ|1|535|D75;15;535;361;NORMAL;SOUTH;240
6653;WZZ|1|535|D75;15;535;361;NORMAL;SOUTH;240
6654;WZZ|1|535|D75;15;535;361;NORMAL;SOUTH;240
6655;WZZ|1|535|D75;15;535;361;NORMAL;SOUTH;240
1230;EJU|1|540|D32;1;540;361;NORMAL;NORTH;240
1219;VLG|1|555|D43;24;555;361;NORMAL;NORTH;240
1235;VLG|1|555|D43;24;555;361;NORMAL;SOUTH;240
1410;RYR|1|555|D41;3;555;361;NORMAL;SOUTH;240
6733;VLG|1|555|D43;24;555;361;NORMAL;NORTH;240
6734;VLG|1|555|D43;24;555;361;NORMAL;NORTH;240
6735;VLG|1|555|D43;24;555;361;NORMAL;NORTH;240
6736;VLG|1|555|D43;24;555;361;NORMAL;NORTH;240
1020;WZZ|1|590|D8;19;590;361;NORMAL;SOUTH;240
1138;RYR|1|595|D90;6;595;361;NORMAL;SOUTH;240
1415;RYR|1|595|D90;6;595;361;NORMAL;SOUTH;240
1326;VLG|1|610|D49;4;610;361;NORMAL;SOUTH;240
1833;EJU|1|505|D91;7;505;362;NORMAL;SOUTH;240
1222;BXI|1|510|D38;8;510;362;NORMAL;SOUTH;240
6737;BXI|1|510|D38;8;510;362;NORMAL;SOUTH;240
6738;BXI|1|510|D38;8;510;362;NORMAL;SOUTH;240
6739;BXI|1|510|D38;8;510;362;NORMAL;SOUTH;240
1031;WZZ|1|530|D46;19;530;362;NORMAL;SOUTH;240
1208;EJU|1|530|D43;22;530;362;NORMAL;SOUTH;240
1497;WZZ|1|530|D46;19;530;362;NORMAL;NORTH;240
6845;WZZ|1|530|D46;19;530;362;NORMAL;NORTH;240
1226;WZZ|1|535|D75;15;535;362;NORMAL;SOUTH;240
1263;WZZ|1|535|D75;15;535;362;NORMAL;SOUTH;240
1426;WZZ|1|535|D75;15;535;362;NORMAL;NORTH;240
6756;WZZ|1|535|D75;15;535;362;NORMAL;SOUTH;240
1375;EJU|1|540|D32;1;540;362;NORMAL;SOUTH;240
1319;EWG|1|545|D3;11;545;362;NORMAL;SOUTH;240
1408;RYR|1|545|D4;10;545;362;NORMAL;NORTH;240
1490;VLG|1|580|D27;12;580;362;NORMAL;SOUTH;240
1170;EWG|1|485|D92;18;485;363;NORMAL;SOUTH;240
1173;BXI|1|510|D38;8;510;363;NORMAL;SOUTH;240
1388;BXI|1|510|D38;8;510;363;NORMAL;SOUTH;240
1032;WZZ|1|535|D75;15;535;363;NORMAL;NORTH;240
1396;WZZ|1|535|D75;15;535;363;NORMAL;SOUTH;240
1517;RYR|1|545|D4;10;545;363;NORMAL;NORTH;240
6856;RYR|1|545|D4;10;545;363;NORMAL;NORTH;240
1218;RYR|1|555|D41;3;555;363;NORMAL;SOUTH;240
1236;VLG|1|555|D43;24;555;363;NORMAL;SOUTH;240
1361;VLG|1|555|D43;24;555;363;NORMAL;SOUTH;240
1275;WZZ|1|590|D8;19;590;363;NORMAL;SOUTH;240
1367;WZZ|1|590|D8;19;590;363;NORMAL;SOUTH;240
639;EJU|1|420|D91;23;420;364;NORMAL;TRAIN;240
766;WZZ|1|420|D96;2;420;364;NORMAL;TRAIN;240
921;EJU|1|420|D91;23;420;364;NORMAL;TRAIN;240
697;EJU|1|425|D91;2;425;364;NORMAL;TRAIN;240
875;EJU|1|430|D51;17;430;364;NORMAL;TRAIN;240
892;EJU|1|430|D51;17;430;364;NORMAL;TRAIN;240
719;WZZ|1|440|D28;20;440;364;NORMAL;TRAIN;240
850;EJU|1|450|D49;14;450;364;NORMAL;TRAIN;240
559;EWG|1|485|D92;18;485;364;NORMAL;TRAIN;240
839;EWG|1|485|D92;18;485;364;NORMAL;TRAIN;240
940;BAW|1|485|D91;16;485;364;NORMAL;TRAIN;240
961;EWG|1|485|D92;18;485;364;NORMAL;TRAIN;240
1205;BAW|1|485|D91;16;485;364;NORMAL;TRAIN;240
733;LGL|1|500|D32;23;500;364;NORMAL;TRAIN;240
705;EJU|1|505|D91;7;505;364;NORMAL;TRAIN;240
735;EJU|1|505|D91;7;505;364;NORMAL;TRAIN;240
900;DLA|1|520|D36;13;520;364;NORMAL;TRAIN;240
758;EJU|1|530|D43;22;530;364;NORMAL;TRAIN;240
759;EJU|1|530|D43;22;530;364;NORMAL;TRAIN;240
804;WZZ|1|530|D46;19;530;364;NORMAL;TRAIN;240
881;EJU|1|530|D43;22;530;364;NORMAL;TRAIN;240
913;EJU|1|530|D43;22;530;364;NORMAL;TRAIN;240
967;EJU|1|530|D43;22;530;364;NORMAL;TRAIN;240
978;EJU|1|530|D43;22;530;364;NORMAL;TRAIN;240
992;WZZ|1|530|D46;19;530;364;NORMAL;TRAIN;240
1008;WZZ|1|530|D46;19;530;364;NORMAL;SOUTH;240
1162;WZZ|1|535|D75;15;535;364;NORMAL;TRAIN;240
831;EJU|1|540|D32;1;540;364;NORMAL;TRAIN;240
1149;EJU|1|540|D32;1;540;364;NORMAL;SOUTH;240
1151;EJU|1|540|D32;1;540;364;NORMAL;TRAIN;240
1285;EJU|1|540|D32;1;540;364;NORMAL;SOUTH;240
814;DLH|1|545|D5;9;545;364;NORMAL;TRAIN;240
1012;EWG|1|545|D3;11;545;364;NORMAL;TRAIN;240
1318;EWG|1|545|D3;11;545;364;NORMAL;SOUTH;240
1130;VLG|1|555|D43;24;555;364;NORMAL;SOUTH;240
1054;EJU|1|565|D43;18;565;364;NORMAL;TRAIN;240
1134;EJU|1|565|D43;18;565;364;NORMAL;TRAIN;240
989;WZZ|1|590|D8;19;590;364;NORMAL;TRAIN;240
1368;RYR|1|595|D90;6;595;364;NORMAL;SOUTH;240
1527;RYR|1|605|D64;13;605;364;NORMAL;SOUTH;240
1511;AFR|1|625|D61;22;625;364;NORMAL;NORTH;240
1303;EJU|1|420|D90;12;420;365;NORMAL;SOUTH;240
1327;BXI|1|510|D38;8;510;365;NORMAL;SOUTH;240
1392;DLA|1|520|D36;13;520;365;NORMAL;SOUTH;240
6809;DLA|1|520|D36;13;520;365;NORMAL;SOUTH;240
6810;DLA|1|520|D36;13;520;365;NORMAL;SOUTH;240
1347;EJU|1|530|D43;22;530;365;NORMAL;SOUTH;240
1393;EJU|1|530|D43;22;530;365;NORMAL;SOUTH;240
1466;EJU|1|530|D43;22;530;365;NORMAL;SOUTH;240
6793;EJU|1|530|D43;22;530;365;NORMAL;SOUTH;240
6839;EJU|1|530|D43;22;530;365;NORMAL;SOUTH;240
1193;WZZ|1|535|D75;15;535;365;NORMAL;SOUTH;240
1314;WZZ|1|535|D75;15;535;365;NORMAL;SOUTH;240
1354;EJU|1|540|D32;1;540;365;NORMAL;SOUTH;240
1152;RYR|1|545|D4;10;545;365;NORMAL;SOUTH;240
6692;RYR|1|545|D4;10;545;365;NORMAL;SOUTH;240
1184;RYR|1|555|D41;3;555;365;NORMAL;SOUTH;240
1379;RYR|1|555|D41;3;555;365;NORMAL;SOUTH;240
6803;RYR|1|555|D41;3;555;365;NORMAL;SOUTH;240
1892;EJU|1|565|D43;18;565;365;NORMAL;NORTH;240
1757;WZZ|1|590|D8;19;590;365;NORMAL;SOUTH;240
6974;WZZ|1|590|D8;19;590;365;NORMAL;SOUTH;240
6975;WZZ|1|590|D8;19;590;365;NORMAL;SOUTH;240
1853;AUA|1|615|D54;5;615;365;NORMAL;NORTH;240
1528;EJU|1|505|D91;7;505;366;NORMAL;NORTH;240
6865;EJU|1|505|D91;7;505;366;NORMAL;NORTH;240
1856;WZZ|1|535|D75;15;535;366;NORMAL;SOUTH;240
1427;EJU|1|540|D32;1;540;366;NORMAL;SOUTH;240
1453;EJU|1|540|D32;1;540;366;NORMAL;SOUTH;240
1908;EJU|1|540|D32;1;540;366;NORMAL;NORTH;240
7045;EJU|1|540|D32;1;540;366;NORMAL;NORTH;240
1128;RYR|1|555|D41;3;555;366;NORMAL;NORTH;240
1443;VLG|1|555|D43;24;555;366;NORMAL;SOUTH;240
1584;RYR|1|555|D41;3;555;366;NORMAL;SOUTH;240
6886;RYR|1|555|D41;3;555;366;NORMAL;SOUTH;240
6887;RYR|1|555|D41;3;555;366;NORMAL;SOUTH;240
6888;RYR|1|555|D41;3;555;366;NORMAL;SOUTH;240
6889;RYR|1|555|D41;3;555;366;NORMAL;SOUTH;240
1203;RYR|1|595|D90;6;595;366;NORMAL;SOUTH;240
1904;ETD|1|610|D48;9;610;366;NORMAL;SOUTH;240
7043;ETD|1|610|D48;9;610;366;NORMAL;SOUTH;240
7044;ETD|1|610|D48;9;610;366;NORMAL;SOUTH;240
1512;RYR|1|645|D6;3;645;366;NORMAL;NORTH;240
1107;EJU|1|505|D91;7;505;367;NORMAL;SOUTH;240
1292;EJU|1|505|D91;7;505;367;NORMAL;SOUTH;240
1243;DLA|1|520|D36;13;520;367;NORMAL;NORTH;240
1684;DLA|1|520|D36;13;520;367;NORMAL;NORTH;240
6927;DLA|1|520|D36;13;520;367;NORMAL;NORTH;240
1079;EJU|1|530|D43;22;530;367;NORMAL;SOUTH;240
1245;EJU|1|530|D43;22;530;367;NORMAL;SOUTH;240
1249;WZZ|1|530|D46;19;530;367;NORMAL;SOUTH;240
1348;WZZ|1|530|D46;19;530;367;NORMAL;SOUTH;240
1667;WZZ|1|530|D46;19;530;367;NORMAL;NORTH;240
6794;WZZ|1|530|D46;19;530;367;NORMAL;SOUTH;240
6921;WZZ|1|530|D46;19;530;367;NORMAL;NORTH;240
6922;WZZ|1|530|D46;19;530;367;NORMAL;NORTH;240
6923;WZZ|1|530|D46;19;530;367;NORMAL;NORTH;240
1550;WZZ|1|535|D75;15;535;367;NORMAL;NORTH;240
6873;WZZ|1|535|D75;15;535;367;NORMAL;NORTH;240
6874;WZZ|1|535|D75;15;535;367;NORMAL;NORTH;240
1455;EWG|1|545|D3;11;545;367;NORMAL;SOUTH;240
1583;DLH|1|545|D5;9;545;367;NORMAL;SOUTH;240
1928;EWG|1|545|D3;11;545;367;NORMAL;NORTH;240
1234;VLG|1|555|D43;24;555;367;NORMAL;SOUTH;240
1270;VLG|1|555|D43;24;555;367;NORMAL;SOUTH;240
1362;VLG|1|555|D43;24;555;367;NORMAL;NORTH;240
6798;VLG|1|555|D43;24;555;367;NORMAL;NORTH;240
6799;VLG|1|555|D43;24;555;367;NORMAL;NORTH;240
1341;QTR|1|580|D26;20;580;367;NORMAL;SOUTH;240
1506;VLG|1|580|D27;12;580;367;NORMAL;SOUTH;240
1916;EJU|1|580|D23;23;580;367;NORMAL;SOUTH;240
7050;EJU|1|580|D23;23;580;367;NORMAL;SOUTH;240
1342;GFA|1|585|D50;17;585;367;NORMAL;NORTH;240
1567;WZZ|1|590|D8;19;590;367;NORMAL;NORTH;240
6881;WZZ|1|590|D8;19;590;367;NORMAL;NORTH;240
6882;WZZ|1|590|D8;19;590;367;NORMAL;NORTH;240
1597;RYR|1|615|D53;1;615;367;NORMAL;SOUTH;240
1995;AUA|1|615|D54;5;615;367;NORMAL;NORTH;240
1383;EJU|1|420|D91;23;420;368;NORMAL;SOUTH;240
1253;EWG|1|485|D92;18;485;368;NORMAL;SOUTH;240
1399;BAW|1|485|D91;16;485;368;NORMAL;NORTH;240
6816;BAW|1|485|D91;16;485;368;NORMAL;NORTH;240
1254;LGL|1|500|D32;23;500;368;NORMAL;NORTH;240
1345;EJU|1|505|D91;7;505;368;NORMAL;NORTH;240
1221;BXI|1|510|D38;8;510;368;NORMAL;SOUTH;240
1190;DLA|1|520|D36;13;520;368;NORMAL;SOUTH;240
6710;DLA|1|520|D36;13;520;368;NORMAL;SOUTH;240
6711;DLA|1|520|D36;13;520;368;NORMAL;SOUTH;240
6712;DLA|1|520|D36;13;520;368;NORMAL;SOUTH;240
6713;DLA|1|520|D36;13;520;368;NORMAL;SOUTH;240
1404;WZZ|1|530|D46;19;530;368;NORMAL;NORTH;240
1424;WZZ|1|530|D46;19;530;368;NORMAL;SOUTH;240
1183;DLH|1|545|D5;9;545;368;NORMAL;NORTH;240
1268;RYR|1|545|D4;10;545;368;NORMAL;NORTH;240
1627;EWG|1|545|D3;11;545;368;NORMAL;NORTH;240
1643;EWG|1|545|D3;11;545;368;NORMAL;SOUTH;240
6702;DLH|1|545|D5;9;545;368;NORMAL;NORTH;240
1233;VLG|1|555|D43;24;555;368;NORMAL;SOUTH;240
1557;RYR|1|555|D41;3;555;368;NORMAL;NORTH;240
1866;RYR|1|555|D41;3;555;368;NORMAL;SOUTH;240
1157;EJU|1|565|D43;18;565;368;NORMAL;NORTH;240
1444;EJU|1|565|D43;18;565;368;NORMAL;SOUTH;240
6693;EJU|1|565|D43;18;565;368;NORMAL;NORTH;240
6694;EJU|1|565|D43;18;565;368;NORMAL;NORTH;240
1403;EJU|1|530|D43;22;530;369;NORMAL;NORTH;240
1669;RYR|1|545|D4;10;545;369;NORMAL;SOUTH;240
1727;DLH|1|545|D5;9;545;369;NORMAL;SOUTH;240
2040;RYR|1|545|D4;10;545;369;NORMAL;SOUTH;240
6943;DLH|1|545|D5;9;545;369;NORMAL;SOUTH;240
6944;DLH|1|545|D5;9;545;369;NORMAL;SOUTH;240
6945;DLH|1|545|D5;9;545;369;NORMAL;SOUTH;240
7098;RYR|1|545|D4;10;545;369;NORMAL;SOUTH;240
7099;RYR|1|545|D4;10;545;369;NORMAL;SOUTH;240
7100;RYR|1|545|D4;10;545;369;NORMAL;SOUTH;240
7101;RYR|1|545|D4;10;545;369;NORMAL;SOUTH;240
1232;RYR|1|555|D41;3;555;369;NORMAL;SOUTH;240
6746;RYR|1|555|D41;3;555;369;NORMAL;SOUTH;240
1486;EJU|1|565|D43;18;565;369;NORMAL;SOUTH;240
1934;EJU|1|565|D43;18;565;369;NORMAL;NORTH;240
1673;ASL|1|580|D25;10;580;369;NORMAL;NORTH;240
6925;ASL|1|580|D25;10;580;369;NORMAL;NORTH;240
2037;BXI|1|510|D38;8;510;370;NORMAL;SOUTH;240
1282;WZZ|1|530|D46;19;530;370;NORMAL;NORTH;240
6765;WZZ|1|530|D46;19;530;370;NORMAL;NORTH;240
6766;WZZ|1|530|D46;19;530;370;NORMAL;NORTH;240
6767;WZZ|1|530|D46;19;530;370;NORMAL;NORTH;240
1552;EJU|1|540|D32;1;540;370;NORMAL;SOUTH;240
1267;EWG|1|545|D3;11;545;370;NORMAL;NORTH;240
1355;EWG|1|545|D3;11;545;370;NORMAL;SOUTH;240
1358;DLH|1|545|D5;9;545;370;NORMAL;SOUTH;240
2024;RYR|1|545|D4;10;545;370;NORMAL;SOUTH;240
1186;RYR|1|555|D41;3;555;370;NORMAL;NORTH;240
1670;VLG|1|555|D43;24;555;370;NORMAL;NORTH;240
6707;RYR|1|555|D41;3;555;370;NORMAL;NORTH;240
6708;RYR|1|555|D41;3;555;370;NORMAL;NORTH;240
6709;RYR|1|555|D41;3;555;370;NORMAL;NORTH;240
1135;EJU|1|565|D43;18;565;370;NORMAL;SOUTH;240
6678;EJU|1|565|D43;18;565;370;NORMAL;SOUTH;240
1984;ASL|1|580|D25;10;580;370;NORMAL;SOUTH;240
1464;EWG|1|485|D92;18;485;371;NORMAL;SOUTH;240
6834;EWG|1|485|D92;18;485;371;NORMAL;SOUTH;240
1279;DLA|1|520|D36;13;520;371;NORMAL;SOUTH;240
6759;DLA|1|520|D36;13;520;371;NORMAL;SOUTH;240
6760;DLA|1|520|D36;13;520;371;NORMAL;SOUTH;240
6761;DLA|1|520|D36;13;520;371;NORMAL;SOUTH;240
6762;DLA|1|520|D36;13;520;371;NORMAL;SOUTH;240
1600;WZZ|1|530|D46;19;530;371;NORMAL;SOUTH;240
1334;WZZ|1|535|D75;15;535;371;NORMAL;SOUTH;240
1770;WZZ|1|535|D75;15;535;371;NORMAL;NORTH;240
1407;RYR|1|545|D4;10;545;371;NORMAL;SOUTH;240
1865;RYR|1|555|D41;3;555;371;NORMAL;NORTH;240
7019;RYR|1|555|D41;3;555;371;NORMAL;NORTH;240
7020;RYR|1|555|D41;3;555;371;NORMAL;NORTH;240
1731;EJU|1|565|D43;18;565;371;NORMAL;NORTH;240
2027;EJU|1|565|D43;18;565;371;NORMAL;NORTH;240
2028;EJU|1|565|D43;18;565;371;NORMAL;NORTH;240
1540;EJU|1|580|D23;23;580;371;NORMAL;SOUTH;240
1507;GFA|1|585|D50;17;585;371;NORMAL;SOUTH;240
1679;DAL|1|600|D53;14;600;371;NORMAL;NORTH;240
1325;ETD|1|610|D48;9;610;371;NORMAL;SOUTH;240
6788;ETD|1|610|D48;9;610;371;NORMAL;SOUTH;240
1174;DLA|1|520|D36;13;520;372;NORMAL;SOUTH;240
1469;WZZ|1|535|D75;15;535;372;NORMAL;SOUTH;240
1515;WZZ|1|535|D75;15;535;372;NORMAL;SOUTH;240
1743;WZZ|1|535|D75;15;535;372;NORMAL;SOUTH;240
1353;EJU|1|540|D32;1;540;372;NORMAL;SOUTH;240
1231;RYR|1|545|D4;10;545;372;NORMAL;SOUTH;240
1840;RYR|1|545|D4;10;545;372;NORMAL;SOUTH;240
6744;RYR|1|545|D4;10;545;372;NORMAL;SOUTH;240
6745;RYR|1|545|D4;10;545;372;NORMAL;SOUTH;240
1503;VLG|1|555|D43;24;555;372;NORMAL;SOUTH;240
1445;QTR|1|580|D26;20;580;372;NORMAL;SOUTH;240
1821;WZZ|1|590|D8;19;590;372;NORMAL;SOUTH;240
1460;RYR|1|595|D90;6;595;372;NORMAL;SOUTH;240
1634;DAL|1|600|D53;14;600;372;NORMAL;SOUTH;240
1596;ETD|1|610|D48;9;610;372;NORMAL;SOUTH;240
1278;EWG|1|485|D92;18;485;373;NORMAL;NORTH;240
1547;EWG|1|485|D92;18;485;373;NORMAL;SOUTH;240
6872;EWG|1|485|D92;18;485;373;NORMAL;SOUTH;240
1307;EJU|1|505|D91;7;505;373;NORMAL;NORTH;240
1391;BXI|1|510|D38;8;510;373;NORMAL;SOUTH;240
1495;BXI|1|510|D38;8;510;373;NORMAL;SOUTH;240
1765;EJU|1|530|D43;22;530;373;NORMAL;NORTH;240
1429;DLH|1|545|D5;9;545;373;NORMAL;SOUTH;240
1441;EWG|1|545|D3;11;545;373;NORMAL;SOUTH;240
1502;RYR|1|555|D41;3;555;373;NORMAL;SOUTH;240
1537;RYR|1|555|D41;3;555;373;NORMAL;SOUTH;240
1631;RYR|1|555|D41;3;555;373;NORMAL;SOUTH;240
6870;RYR|1|555|D41;3;555;373;NORMAL;SOUTH;240
1987;VLG|1|580|D27;12;580;373;NORMAL;NORTH;240
1242;EWG|1|485|D92;18;485;374;NORMAL;NORTH;240
1344;EJU|1|505|D91;7;505;374;NORMAL;SOUTH;240
1575;EJU|1|505|D91;7;505;374;NORMAL;SOUTH;240
1702;BXI|1|510|D38;8;510;374;NORMAL;NORTH;240
1688;WZZ|1|530|D46;19;530;374;NORMAL;SOUTH;240
1741;EJU|1|530|D43;22;530;374;NORMAL;NORTH;240
1262;WZZ|1|535|D75;15;535;374;NORMAL;SOUTH;240
1691;RYR|1|545|D4;10;545;374;NORMAL;SOUTH;240
1301;EJU|1|565|D43;18;565;374;NORMAL;SOUTH;240
1618;RYR|1|595|D90;6;595;374;NORMAL;SOUTH;240
6905;RYR|1|595|D90;6;595;374;NORMAL;SOUTH;240
6906;RYR|1|595|D90;6;595;374;NORMAL;SOUTH;240
1304;WZZ|1|420|D96;2;420;375;NORMAL;SOUTH;240
1384;EJU|1|425|D91;2;425;375;NORMAL;SOUTH;240
1239;EJU|1|450|D49;14;450;375;NORMAL;SOUTH;240
1493;EJU|1|505|D91;7;505;375;NORMAL;SOUTH;240
1664;BXI|1|510|D38;8;510;375;NORMAL;NORTH;240
1211;WZZ|1|530|D46;19;530;375;NORMAL;SOUTH;240
2117;WZZ|1|530|D46;19;530;375;NORMAL;NORTH;240
6726;WZZ|1|530|D46;19;530;375;NORMAL;SOUTH;240
1579;EJU|1|540|D32;1;540;375;NORMAL;SOUTH;240
1398;RYR|1|545|D4;10;545;375;NORMAL;NORTH;240
1534;RYR|1|545|D4;10;545;375;NORMAL;SOUTH;240
6813;RYR|1|545|D4;10;545;375;NORMAL;NORTH;240
6814;RYR|1|545|D4;10;545;375;NORMAL;NORTH;240
6815;RYR|1|545|D4;10;545;375;NORMAL;NORTH;240
1412;EJU|1|565|D43;18;565;375;NORMAL;SOUTH;240
1433;EJU|1|580|D23;23;580;375;NORMAL;SOUTH;240
1436;QTR|1|580|D26;20;580;375;NORMAL;SOUTH;240
1714;QTR|1|580|D26;20;580;375;NORMAL;NORTH;240
6827;QTR|1|580|D26;20;580;375;NORMAL;SOUTH;240
1594;RYR|1|595|D90;6;595;375;NORMAL;NORTH;240
1289;VLG|1|610|D49;4;610;375;NORMAL;NORTH;240
1879;AUA|1|615|D54;5;615;375;NORMAL;NORTH;240
1762;AEA|1|635|D84;15;635;375;NORMAL;NORTH;240
1002;EJU|1|450|D49;14;450;376;NORMAL;TRAIN;240
960;EWG|1|485|D92;18;485;376;NORMAL;TRAIN;240
972;BAW|1|485|D91;16;485;376;NORMAL;TRAIN;240
975;EWG|1|485|D92;18;485;376;NORMAL;TRAIN;240
1003;BAW|1|485|D91;16;485;376;NORMAL;TRAIN;240
857;LGL|1|500|D32;23;500;376;NORMAL;TRAIN;240
756;EJU|1|505|D91;7;505;376;NORMAL;TRAIN;240
880;EJU|1|505|D91;7;505;376;NORMAL;TRAIN;240
909;EJU|1|505|D91;7;505;376;NORMAL;TRAIN;240
6520;EJU|1|505|D91;7;505;376;NORMAL;TRAIN;240
1108;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
1666;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
6666;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
6667;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
6668;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
6669;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
6919;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
6920;DLA|1|520|D36;13;520;376;NORMAL;TRAIN;240
911;EJU|1|530|D43;22;530;376;NORMAL;TRAIN;240
933;WZZ|1|530|D46;19;530;376;NORMAL;TRAIN;240
1007;WZZ|1|530|D46;19;530;376;NORMAL;TRAIN;240
1312;WZZ|1|530|D46;19;530;376;NORMAL;SOUTH;240
1370;EJU|1|530|D43;22;530;376;NORMAL;SOUTH;240
1513;EJU|1|530|D43;22;530;376;NORMAL;SOUTH;240
6585;WZZ|1|530|D46;19;530;376;NORMAL;TRAIN;240
786;WZZ|1|535|D75;15;535;376;NORMAL;TRAIN;240
968;WZZ|1|535|D75;15;535;376;NORMAL;TRAIN;240
1352;WZZ|1|535|D75;15;535;376;NORMAL;SOUTH;240
1626;WZZ|1|535|D75;15;535;376;NORMAL;TRAIN;240
995;EJU|1|540|D32;1;540;376;NORMAL;TRAIN;240
1578;EJU|1|540|D32;1;540;376;NORMAL;SOUTH;240
832;EWG|1|545|D3;11;545;376;NORMAL;TRAIN;240
833;DLH|1|545|D5;9;545;376;NORMAL;TRAIN;240
873;RYR|1|545|D4;10;545;376;NORMAL;TRAIN;240
1442;RYR|1|545|D4;10;545;376;NORMAL;SOUTH;240
1456;RYR|1|545|D4;10;545;376;NORMAL;NORTH;240
1556;RYR|1|545|D4;10;545;376;NORMAL;SOUTH;240
1786;DLH|1|545|D5;9;545;376;NORMAL;SOUTH;240
1016;RYR|1|555|D41;3;555;376;NORMAL;TRAIN;240
1155;VLG|1|555|D43;24;555;376;NORMAL;TRAIN;240
1156;VLG|1|555|D43;24;555;376;NORMAL;TRAIN;240
1518;RYR|1|555|D41;3;555;376;NORMAL;SOUTH;240
815;EJU|1|565|D43;18;565;376;NORMAL;TRAIN;240
988;EJU|1|565|D43;18;565;376;NORMAL;TRAIN;240
1898;VLG|1|580|D27;12;580;376;NORMAL;NORTH;240
1459;WZZ|1|590|D8;19;590;376;NORMAL;SOUTH;240
1849;WZZ|1|590|D8;19;590;376;NORMAL;NORTH;240
1680;DAL|1|600|D53;14;600;376;NORMAL;SOUTH;240
1682;VLG|1|610|D49;4;610;376;NORMAL;SOUTH;240
1369;EWG|1|485|D92;18;485;377;NORMAL;NORTH;240
1305;LGL|1|500|D32;23;500;377;NORMAL;SOUTH;240
1328;BXI|1|510|D38;8;510;377;NORMAL;SOUTH;240
6789;BXI|1|510|D38;8;510;377;NORMAL;SOUTH;240
1330;DLA|1|520|D36;13;520;377;NORMAL;SOUTH;240
1224;EJU|1|530|D43;22;530;377;NORMAL;SOUTH;240
1451;EJU|1|530|D43;22;530;377;NORMAL;NORTH;240
1454;EJU|1|540|D32;1;540;377;NORMAL;SOUTH;240
1785;EJU|1|540|D32;1;540;377;NORMAL;SOUTH;240
1954;EJU|1|540|D32;1;540;377;NORMAL;NORTH;240
1580;RYR|1|545|D4;10;545;377;NORMAL;SOUTH;240
1860;EWG|1|545|D3;11;545;377;NORMAL;NORTH;240
1861;RYR|1|545|D4;10;545;377;NORMAL;NORTH;240
7014;RYR|1|545|D4;10;545;377;NORMAL;NORTH;240
1287;RYR|1|555|D41;3;555;377;NORMAL;SOUTH;240
1431;RYR|1|555|D41;3;555;377;NORMAL;SOUTH;240
1710;EJU|1|565|D43;18;565;377;NORMAL;SOUTH;240
1814;EJU|1|565|D43;18;565;377;NORMAL;NORTH;240
1288;ASL|1|580|D25;10;580;377;NORMAL;SOUTH;240
1413;QTR|1|580|D26;20;580;377;NORMAL;NORTH;240
1505;VLG|1|580|D27;12;580;377;NORMAL;SOUTH;240
1562;ASL|1|580|D25;10;580;377;NORMAL;SOUTH;240
1846;EJU|1|580|D23;23;580;377;NORMAL;NORTH;240
1699;EJU|1|625|D62;7;625;377;NORMAL;SOUTH;240
1400;EJU|1|505|D91;7;505;378;NORMAL;SOUTH;240
1422;BXI|1|510|D38;8;510;378;NORMAL;NORTH;240
1663;BXI|1|510|D38;8;510;378;NORMAL;SOUTH;240
1317;EJU|1|540|D32;1;540;378;NORMAL;NORTH;240
1553;EJU|1|540|D32;1;540;378;NORMAL;NORTH;240
6784;EJU|1|540|D32;1;540;378;NORMAL;NORTH;240
1377;RYR|1|545|D4;10;545;378;NORMAL;NORTH;240
1378;DLH|1|545|D5;9;545;378;NORMAL;SOUTH;240
1709;RYR|1|545|D4;10;545;378;NORMAL;NORTH;240
1752;RYR|1|545|D4;10;545;378;NORMAL;NORTH;240
6936;RYR|1|545|D4;10;545;378;NORMAL;NORTH;240
6969;RYR|1|545|D4;10;545;378;NORMAL;NORTH;240
6970;RYR|1|545|D4;10;545;378;NORMAL;NORTH;240
1653;ASL|1|580|D25;10;580;378;NORMAL;NORTH;240
1656;WZZ|1|590|D8;19;590;378;NORMAL;SOUTH;240
1758;WZZ|1|590|D8;19;590;378;NORMAL;SOUTH;240
