;FLIGHT;GATE;DEPARTURE;PAX ARRIVAL;STATUS;SPAWN;SHIFT
60;EJU|1|420|D91;23;420;256;NORMAL;SOUTH;240
6182;EJU|1|420|D91;23;420;256;NORMAL;SOUTH;240
6183;EJU|1|420|D91;23;420;256;NORMAL;SOUTH;240
28;EJU|1|425|D91;2;425;257;NORMAL;SOUTH;240
154;RYR|1|370|D56;13;370;264;NORMAL;SOUTH;240
163;AUA|1|425|D92;4;425;264;NORMAL;NORTH;240
136;BXI|1|510|D38;8;510;264;NORMAL;NORTH;240
180;EJU|1|420|D91;23;420;265;NORMAL;SOUTH;240
209;EJU|1|420|D94;18;420;265;NORMAL;SOUTH;240
6237;EJU|1|420|D94;18;420;265;NORMAL;SOUTH;240
129;WZZ|1|440|D28;20;440;265;NORMAL;NORTH;240
6208;WZZ|1|440|D28;20;440;265;NORMAL;NORTH;240
226;EJU|1|420|D91;23;420;266;NORMAL;SOUTH;240
228;EJU|1|420|D92;16;420;267;NORMAL;SOUTH;240
190;WZZ|1|440|D28;20;440;267;NORMAL;NORTH;240
6232;WZZ|1|440|D28;20;440;267;NORMAL;NORTH;240
212;EJU|1|430|D51;17;430;268;NORMAL;NORTH;240
6241;EJU|1|430|D51;17;430;268;NORMAL;NORTH;240
6242;EJU|1|430|D51;17;430;268;NORMAL;NORTH;240
264;BAW|1|485|D91;16;485;268;NORMAL;SOUTH;240
6263;BAW|1|485|D91;16;485;268;NORMAL;SOUTH;240
6264;BAW|1|485|D91;16;485;268;NORMAL;SOUTH;240
6265;BAW|1|485|D91;16;485;268;NORMAL;SOUTH;240
188;EJU|1|440|D27;12;440;269;NORMAL;SOUTH;240
305;LGL|1|500|D32;23;500;269;NORMAL;SOUTH;240
4;EJU|1|420|D90;12;420;270;NORMAL;NORTH;240
276;EJU|1|430|D51;17;430;270;NORMAL;NORTH;240
6277;EJU|1|430|D51;17;430;270;NORMAL;NORTH;240
6278;EJU|1|430|D51;17;430;270;NORMAL;NORTH;240
53;BXI|1|510|D38;8;510;270;NORMAL;NORTH;240
203;EJU|1|420|D91;23;420;271;NORMAL;NORTH;240
6235;EJU|1|420|D91;23;420;271;NORMAL;NORTH;240
8;EJU|1|420|D94;18;420;272;NORMAL;NORTH;240
108;EJU|1|420|D90;12;420;272;NORMAL;NORTH;240
6198;EJU|1|420|D90;12;420;272;NORMAL;NORTH;240
6199;EJU|1|420|D90;12;420;272;NORMAL;NORTH;240
6200;EJU|1|420|D90;12;420;272;NORMAL;NORTH;240
6201;EJU|1|420|D90;12;420;272;NORMAL;NORTH;240
349;LOT|1|445|D82;5;445;272;NORMAL;SOUTH;240
40;EJU|1|505|D91;7;505;272;NORMAL;SOUTH;240
321;RYR|1|370|D56;13;370;273;NORMAL;SOUTH;240
50;EJU|1|450|D49;14;450;273;NORMAL;NORTH;240
6175;EJU|1|450|D49;14;450;273;NORMAL;NORTH;240
6176;EJU|1|450|D49;14;450;273;NORMAL;NORTH;240
6177;EJU|1|450|D49;14;450;273;NORMAL;NORTH;240
140;WZZ|1|400|D20;11;400;274;NORMAL;NORTH;240
23;EJU|1|420|D90;12;420;274;NORMAL;NORTH;240
309;EJU|1|420|D93;14;420;274;NORMAL;SOUTH;240
6294;EJU|1|420|D93;14;420;274;NORMAL;SOUTH;240
256;EJU|1|425|D91;2;425;274;NORMAL;NORTH;240
6259;EJU|1|425|D91;2;425;274;NORMAL;NORTH;240
6260;EJU|1|425|D91;2;425;274;NORMAL;NORTH;240
195;BAW|1|485|D91;16;485;274;NORMAL;NORTH;240
385;WZZ|1|535|D75;15;535;274;NORMAL;SOUTH;240
55;WZZ|1|390|D31;24;390;275;NORMAL;NORTH;240
88;EJU|1|420|D90;12;420;275;NORMAL;SOUTH;240
6191;EJU|1|420|D90;12;420;275;NORMAL;SOUTH;240
6192;EJU|1|420|D90;12;420;275;NORMAL;SOUTH;240
6193;EJU|1|420|D90;12;420;275;NORMAL;SOUTH;240
6194;EJU|1|420|D90;12;420;275;NORMAL;SOUTH;240
127;EJU|1|440|D27;12;440;275;NORMAL;NORTH;240
6206;EJU|1|440|D27;12;440;275;NORMAL;NORTH;240
6207;EJU|1|440|D27;12;440;275;NORMAL;NORTH;240
116;BAW|1|485|D91;16;485;275;NORMAL;NORTH;240
78;WZZ|1|420|D96;2;420;276;NORMAL;NORTH;240
183;EJU|1|420|D94;18;420;276;NORMAL;NORTH;240
373;EJU|1|420|D94;18;420;276;NORMAL;NORTH;240
421;WZZ|1|420|D96;2;420;276;NORMAL;SOUTH;240
6231;EJU|1|420|D94;18;420;276;NORMAL;NORTH;240
6322;EJU|1|420|D94;18;420;276;NORMAL;NORTH;240
6323;EJU|1|420|D94;18;420;276;NORMAL;NORTH;240
6351;WZZ|1|420|D96;2;420;276;NORMAL;SOUTH;240
6352;WZZ|1|420|D96;2;420;276;NORMAL;SOUTH;240
6353;WZZ|1|420|D96;2;420;276;NORMAL;SOUTH;240
6354;WZZ|1|420|D96;2;420;276;NORMAL;SOUTH;240
9;EJU|1|425|D91;2;425;276;NORMAL;SOUTH;240
6165;EJU|1|425|D91;2;425;276;NORMAL;SOUTH;240
6166;EJU|1|425|D91;2;425;276;NORMAL;SOUTH;240
396;EJU|1|430|D51;17;430;276;NORMAL;SOUTH;240
378;WZZ|1|440|D28;20;440;276;NORMAL;NORTH;240
6324;WZZ|1|440|D28;20;440;276;NORMAL;NORTH;240
6325;WZZ|1|440|D28;20;440;276;NORMAL;NORTH;240
13;EJU|1|445|D80;6;445;276;NORMAL;NORTH;240
400;EJU|1|450|D49;14;450;276;NORMAL;NORTH;240
6332;EJU|1|450|D49;14;450;276;NORMAL;NORTH;240
6333;EJU|1|450|D49;14;450;276;NORMAL;NORTH;240
6334;EJU|1|450|D49;14;450;276;NORMAL;NORTH;240
6335;EJU|1|450|D49;14;450;276;NORMAL;NORTH;240
7;EJU|1|420|D94;18;420;277;NORMAL;NORTH;240
109;EJU|1|420|D90;12;420;277;NORMAL;SOUTH;240
258;EJU|1|440|D27;12;440;277;NORMAL;NORTH;240
429;WZZ|1|440|D28;20;440;277;NORMAL;NORTH;240
6358;WZZ|1|440|D28;20;440;277;NORMAL;NORTH;240
6359;WZZ|1|440|D28;20;440;277;NORMAL;NORTH;240
6360;WZZ|1|440|D28;20;440;277;NORMAL;NORTH;240
111;EJU|1|420|D92;16;420;278;NORMAL;SOUTH;240
383;EWG|1|485|D92;18;485;278;NORMAL;SOUTH;240
6328;EWG|1|485|D92;18;485;278;NORMAL;SOUTH;240
6329;EWG|1|485|D92;18;485;278;NORMAL;SOUTH;240
85;EJU|1|505|D91;7;505;278;NORMAL;SOUTH;240
265;EJU|1|505|D91;7;505;278;NORMAL;NORTH;240
6190;EJU|1|505|D91;7;505;278;NORMAL;SOUTH;240
6266;EJU|1|505|D91;7;505;278;NORMAL;NORTH;240
6267;EJU|1|505|D91;7;505;278;NORMAL;NORTH;240
6268;EJU|1|505|D91;7;505;278;NORMAL;NORTH;240
97;AUA|1|425|D92;4;425;279;NORMAL;SOUTH;240
124;AUA|1|425|D92;4;425;279;NORMAL;SOUTH;240
466;EJU|1|420|D91;23;420;280;NORMAL;NORTH;240
6380;EJU|1|420|D91;23;420;280;NORMAL;NORTH;240
184;AUA|1|425|D92;4;425;280;NORMAL;NORTH;240
12;WZZ|1|440|D28;20;440;280;NORMAL;NORTH;240
6167;WZZ|1|440|D28;20;440;280;NORMAL;NORTH;240
69;EJU|1|370|D55;4;370;281;NORMAL;SOUTH;240
205;EJU|1|420|D92;16;420;281;NORMAL;SOUTH;240
115;EJU|1|450|D49;14;450;281;NORMAL;SOUTH;240
67;SIA|1|460|D84;21;460;281;NORMAL;NORTH;240
6184;SIA|1|460|D84;21;460;281;NORMAL;NORTH;240
6185;SIA|1|460|D84;21;460;281;NORMAL;NORTH;240
6186;SIA|1|460|D84;21;460;281;NORMAL;NORTH;240
6187;SIA|1|460|D84;21;460;281;NORMAL;NORTH;240
218;EWG|1|485|D92;18;485;281;NORMAL;SOUTH;240
239;BAW|1|485|D91;16;485;281;NORMAL;NORTH;240
6251;BAW|1|485|D91;16;485;281;NORMAL;NORTH;240
2;KLM|1|400|D19;17;400;282;NORMAL;SOUTH;240
25;WZZ|1|420|D96;2;420;282;NORMAL;SOUTH;240
96;WZZ|1|420|D96;2;420;282;NORMAL;NORTH;240
434;EJU|1|420|D92;16;420;282;NORMAL;NORTH;240
485;EJU|1|420|D91;23;420;282;NORMAL;SOUTH;240
14;LOT|1|445|D82;5;445;282;NORMAL;SOUTH;240
49;EJU|1|450|D49;14;450;282;NORMAL;SOUTH;240
104;BAW|1|485|D91;16;485;282;NORMAL;SOUTH;240
26;WZZ|1|420|D96;2;420;283;NORMAL;SOUTH;240
44;EJU|1|420|D93;14;420;283;NORMAL;SOUTH;240
90;EJU|1|420|D93;14;420;283;NORMAL;SOUTH;240
158;EJU|1|420|D92;16;420;283;NORMAL;SOUTH;240
422;EJU|1|425|D91;2;425;283;NORMAL;SOUTH;240
126;EJU|1|430|D51;17;430;283;NORMAL;NORTH;240
11;WZZ|1|440|D28;20;440;283;NORMAL;SOUTH;240
46;WZZ|1|440|D28;20;440;283;NORMAL;SOUTH;240
519;EJU|1|445|D80;6;445;284;NORMAL;NORTH;240
6410;EJU|1|445|D80;6;445;284;NORMAL;NORTH;240
6411;EJU|1|445|D80;6;445;284;NORMAL;NORTH;240
6412;EJU|1|445|D80;6;445;284;NORMAL;NORTH;240
15;EJU|1|450|D49;14;450;284;NORMAL;SOUTH;240
105;EWG|1|485|D92;18;485;284;NORMAL;SOUTH;240
138;RYR|1|400|D18;19;400;285;NORMAL;NORTH;240
43;EJU|1|420|D92;16;420;285;NORMAL;SOUTH;240
76;WZZ|1|420|D96;2;420;285;NORMAL;SOUTH;240
95;WZZ|1|420|D96;2;420;285;NORMAL;NORTH;240
159;EJU|1|420|D93;14;420;285;NORMAL;SOUTH;240
6172;EJU|1|420|D92;16;420;285;NORMAL;SOUTH;240
6195;WZZ|1|420|D96;2;420;285;NORMAL;NORTH;240
6196;WZZ|1|420|D96;2;420;285;NORMAL;NORTH;240
426;EJU|1|430|D51;17;430;285;NORMAL;NORTH;240
167;EJU|1|445|D80;6;445;285;NORMAL;SOUTH;240
574;BAW|1|485|D91;16;485;285;NORMAL;SOUTH;240
106;EJU|1|530|D43;22;530;285;NORMAL;SOUTH;240
22;WZZ|1|535|D75;15;535;285;NORMAL;NORTH;240
91;EJU|1|420|D93;14;420;286;NORMAL;SOUTH;240
293;EJU|1|420|D92;16;420;286;NORMAL;NORTH;240
6286;EJU|1|420|D92;16;420;286;NORMAL;NORTH;240
273;EJU|1|425|D91;2;425;286;NORMAL;NORTH;240
6276;EJU|1|425|D91;2;425;286;NORMAL;NORTH;240
277;EJU|1|430|D51;17;430;286;NORMAL;NORTH;240
6279;EJU|1|430|D51;17;430;286;NORMAL;NORTH;240
6280;EJU|1|430|D51;17;430;286;NORMAL;NORTH;240
35;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
36;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
149;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
280;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
6281;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
6282;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
6283;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
6284;WZZ|1|440|D28;20;440;286;NORMAL;SOUTH;240
152;EJU|1|530|D43;22;530;286;NORMAL;SOUTH;240
6218;EJU|1|530|D43;22;530;286;NORMAL;SOUTH;240
6219;EJU|1|530|D43;22;530;286;NORMAL;SOUTH;240
6220;EJU|1|530|D43;22;530;286;NORMAL;SOUTH;240
6221;EJU|1|530|D43;22;530;286;NORMAL;SOUTH;240
70;KLM|1|400|D19;17;400;287;NORMAL;SOUTH;240
73;EJU|1|420|D92;16;420;287;NORMAL;SOUTH;240
142;EJU|1|420|D94;18;420;287;NORMAL;SOUTH;240
6209;EJU|1|420|D94;18;420;287;NORMAL;SOUTH;240
6210;EJU|1|420|D94;18;420;287;NORMAL;SOUTH;240
145;EJU|1|425|D91;2;425;287;NORMAL;SOUTH;240
532;AUA|1|425|D92;4;425;287;NORMAL;NORTH;240
81;EJU|1|430|D51;17;430;287;NORMAL;SOUTH;240
360;EJU|1|430|D51;17;430;287;NORMAL;NORTH;240
38;EJU|1|445|D80;6;445;287;NORMAL;SOUTH;240
135;BAW|1|485|D91;16;485;287;NORMAL;SOUTH;240
302;BAW|1|485|D91;16;485;287;NORMAL;NORTH;240
319;LGL|1|500|D32;23;500;287;NORMAL;SOUTH;240
285;EJU|1|505|D91;7;505;287;NORMAL;SOUTH;240
222;DLA|1|520|D36;13;520;287;NORMAL;NORTH;240
56;KLM|1|400|D19;17;400;288;NORMAL;SOUTH;240
89;EJU|1|420|D92;16;420;288;NORMAL;NORTH;240
251;EJU|1|420|D93;14;420;288;NORMAL;NORTH;240
255;WZZ|1|420|D96;2;420;288;NORMAL;SOUTH;240
6258;EJU|1|420|D93;14;420;288;NORMAL;NORTH;240
30;EJU|1|430|D51;17;430;288;NORMAL;SOUTH;240
47;WZZ|1|440|D28;20;440;288;NORMAL;NORTH;240
6173;WZZ|1|440|D28;20;440;288;NORMAL;NORTH;240
6174;WZZ|1|440|D28;20;440;288;NORMAL;NORTH;240
51;EJU|1|450|D49;14;450;288;NORMAL;NORTH;240
132;EJU|1|450|D49;14;450;288;NORMAL;SOUTH;240
6178;EJU|1|450|D49;14;450;288;NORMAL;NORTH;240
6179;EJU|1|450|D49;14;450;288;NORMAL;NORTH;240
6180;EJU|1|450|D49;14;450;288;NORMAL;NORTH;240
6181;EJU|1|450|D49;14;450;288;NORMAL;NORTH;240
52;SIA|1|460|D84;21;460;288;NORMAL;SOUTH;240
236;SIA|1|460|D84;21;460;288;NORMAL;SOUTH;240
350;EWG|1|485|D92;18;485;288;NORMAL;NORTH;240
6314;EWG|1|485|D92;18;485;288;NORMAL;NORTH;240
6315;EWG|1|485|D92;18;485;288;NORMAL;NORTH;240
6316;EWG|1|485|D92;18;485;288;NORMAL;NORTH;240
6317;EWG|1|485|D92;18;485;288;NORMAL;NORTH;240
153;WZZ|1|535|D75;15;535;288;NORMAL;NORTH;240
71;EJU|1|420|D90;12;420;289;NORMAL;NORTH;240
75;WZZ|1|420|D96;2;420;289;NORMAL;SOUTH;240
143;WZZ|1|420|D96;2;420;289;NORMAL;NORTH;240
6211;WZZ|1|420|D96;2;420;289;NORMAL;NORTH;240
6212;WZZ|1|420|D96;2;420;289;NORMAL;NORTH;240
6213;WZZ|1|420|D96;2;420;289;NORMAL;NORTH;240
80;EJU|1|425|D91;2;425;289;NORMAL;SOUTH;240
31;EJU|1|430|D51;17;430;289;NORMAL;SOUTH;240
98;EJU|1|430|D51;17;430;289;NORMAL;SOUTH;240
328;EJU|1|430|D51;17;430;289;NORMAL;NORTH;240
101;WZZ|1|440|D28;20;440;289;NORMAL;SOUTH;240
6197;WZZ|1|440|D28;20;440;289;NORMAL;SOUTH;240
172;BAW|1|485|D91;16;485;289;NORMAL;SOUTH;240
608;EJU|1|505|D91;7;505;289;NORMAL;SOUTH;240
6440;EJU|1|505|D91;7;505;289;NORMAL;SOUTH;240
6441;EJU|1|505|D91;7;505;289;NORMAL;SOUTH;240
289;RYR|1|400|D18;19;400;290;NORMAL;SOUTH;240
6;EJU|1|420|D91;23;420;290;NORMAL;SOUTH;240
24;EJU|1|420|D94;18;420;290;NORMAL;SOUTH;240
72;EJU|1|420|D90;12;420;290;NORMAL;SOUTH;240
372;EJU|1|420|D92;16;420;290;NORMAL;SOUTH;240
10;EJU|1|430|D51;17;430;290;NORMAL;SOUTH;240
170;EJU|1|450|D49;14;450;290;NORMAL;NORTH;240
6227;EJU|1|450|D49;14;450;290;NORMAL;NORTH;240
6228;EJU|1|450|D49;14;450;290;NORMAL;NORTH;240
45;EJU|1|420|D93;14;420;291;NORMAL;NORTH;240
74;EJU|1|420|D93;14;420;291;NORMAL;NORTH;240
120;EJU|1|420|D91;23;420;291;NORMAL;SOUTH;240
123;WZZ|1|420|D96;2;420;291;NORMAL;SOUTH;240
6188;EJU|1|420|D93;14;420;291;NORMAL;NORTH;240
6202;EJU|1|420|D91;23;420;291;NORMAL;SOUTH;240
6203;EJU|1|420|D91;23;420;291;NORMAL;SOUTH;240
6205;WZZ|1|420|D96;2;420;291;NORMAL;SOUTH;240
27;EJU|1|425|D91;2;425;291;NORMAL;SOUTH;240
275;EJU|1|430|D51;17;430;291;NORMAL;SOUTH;240
99;EJU|1|440|D27;12;440;291;NORMAL;SOUTH;240
100;WZZ|1|440|D28;20;440;291;NORMAL;SOUTH;240
315;EJU|1|445|D80;6;445;291;NORMAL;NORTH;240
6300;EJU|1|445|D80;6;445;291;NORMAL;NORTH;240
6301;EJU|1|445|D80;6;445;291;NORMAL;NORTH;240
6302;EJU|1|445|D80;6;445;291;NORMAL;NORTH;240
6303;EJU|1|445|D80;6;445;291;NORMAL;NORTH;240
134;SIA|1|460|D84;21;460;291;NORMAL;SOUTH;240
320;BXI|1|510|D38;8;510;291;NORMAL;NORTH;240
151;DLA|1|520|D36;13;520;291;NORMAL;SOUTH;240
197;WZZ|1|530|D46;19;530;291;NORMAL;NORTH;240
139;KLM|1|400|D19;17;400;292;NORMAL;SOUTH;240
5;EJU|1|420|D91;23;420;292;NORMAL;SOUTH;240
122;WZZ|1|420|D96;2;420;292;NORMAL;SOUTH;240
344;EJU|1|430|D51;17;430;292;NORMAL;NORTH;240
234;WZZ|1|440|D28;20;440;292;NORMAL;SOUTH;240
364;WZZ|1|440|D28;20;440;292;NORMAL;NORTH;240
214;EJU|1|450|D49;14;450;292;NORMAL;SOUTH;240
84;SIA|1|460|D84;21;460;292;NORMAL;NORTH;240
241;EWG|1|485|D92;18;485;292;NORMAL;SOUTH;240
384;EWG|1|485|D92;18;485;292;NORMAL;SOUTH;240
6253;EWG|1|485|D92;18;485;292;NORMAL;SOUTH;240
0;EJU|1|390|D30;10;390;293;NORMAL;NORTH;240
174;KLM|1|400|D19;17;400;293;NORMAL;NORTH;240
388;KLM|1|400|D19;17;400;293;NORMAL;NORTH;240
3;EJU|1|420|D90;12;420;293;NORMAL;SOUTH;240
64;EJU|1|420|D94;18;420;293;NORMAL;SOUTH;240
79;WZZ|1|420|D96;2;420;293;NORMAL;SOUTH;240
223;EJU|1|420|D90;12;420;293;NORMAL;NORTH;240
371;EJU|1|420|D92;16;420;293;NORMAL;NORTH;240
433;EJU|1|420|D91;23;420;293;NORMAL;NORTH;240
6321;EJU|1|420|D92;16;420;293;NORMAL;NORTH;240
29;EJU|1|430|D51;17;430;293;NORMAL;SOUTH;240
33;EJU|1|440|D27;12;440;293;NORMAL;SOUTH;240
34;EJU|1|440|D27;12;440;293;NORMAL;SOUTH;240
148;EJU|1|440|D27;12;440;293;NORMAL;SOUTH;240
257;EJU|1|440|D27;12;440;293;NORMAL;SOUTH;240
408;WZZ|1|440|D28;20;440;293;NORMAL;NORTH;240
473;WZZ|1|440|D28;20;440;293;NORMAL;NORTH;240
6171;EJU|1|440|D27;12;440;293;NORMAL;SOUTH;240
130;EJU|1|445|D80;6;445;293;NORMAL;SOUTH;240
191;EJU|1|445|D80;6;445;293;NORMAL;SOUTH;240
431;EJU|1|445|D80;6;445;293;NORMAL;NORTH;240
479;EJU|1|450|D49;14;450;293;NORMAL;NORTH;240
193;SIA|1|460|D84;21;460;293;NORMAL;SOUTH;240
462;BXI|1|510|D38;8;510;293;NORMAL;NORTH;240
594;EWG|1|545|D3;11;545;293;NORMAL;NORTH;240
61;EJU|1|420|D92;16;420;294;NORMAL;SOUTH;240
160;EJU|1|420|D94;18;420;294;NORMAL;SOUTH;240
420;WZZ|1|420|D96;2;420;294;NORMAL;NORTH;240
6223;EJU|1|420|D94;18;420;294;NORMAL;SOUTH;240
274;AUA|1|425|D92;4;425;294;NORMAL;SOUTH;240
423;EJU|1|425|D91;2;425;294;NORMAL;NORTH;240
6355;EJU|1|425|D91;2;425;294;NORMAL;NORTH;240
6356;EJU|1|425|D91;2;425;294;NORMAL;NORTH;240
66;EJU|1|430|D51;17;430;294;NORMAL;NORTH;240
493;EJU|1|430|D51;17;430;294;NORMAL;NORTH;240
428;WZZ|1|440|D28;20;440;294;NORMAL;NORTH;240
6357;WZZ|1|440|D28;20;440;294;NORMAL;NORTH;240
17;SIA|1|460|D84;21;460;294;NORMAL;SOUTH;240
215;SIA|1|460|D84;21;460;294;NORMAL;SOUTH;240
20;EWG|1|485|D92;18;485;294;NORMAL;SOUTH;240
704;LGL|1|500|D32;23;500;294;NORMAL;SOUTH;240
117;BXI|1|510|D38;8;510;294;NORMAL;NORTH;240
54;WZZ|1|535|D75;15;535;294;NORMAL;SOUTH;240
198;WZZ|1|535|D75;15;535;294;NORMAL;NORTH;240
325;WZZ|1|420|D96;2;420;295;NORMAL;SOUTH;240
395;EJU|1|425|D91;2;425;295;NORMAL;NORTH;240
297;EJU|1|440|D27;12;440;295;NORMAL;NORTH;240
6287;EJU|1|440|D27;12;440;295;NORMAL;NORTH;240
6288;EJU|1|440|D27;12;440;295;NORMAL;NORTH;240
6289;EJU|1|440|D27;12;440;295;NORMAL;NORTH;240
171;SIA|1|460|D84;21;460;295;NORMAL;SOUTH;240
18;EWG|1|485|D92;18;485;295;NORMAL;SOUTH;240
19;EWG|1|485|D92;18;485;295;NORMAL;SOUTH;240
21;LGL|1|500|D32;23;500;295;NORMAL;SOUTH;240
6168;LGL|1|500|D32;23;500;295;NORMAL;SOUTH;240
6169;LGL|1|500|D32;23;500;295;NORMAL;SOUTH;240
6170;LGL|1|500|D32;23;500;295;NORMAL;SOUTH;240
86;EJU|1|505|D91;7;505;295;NORMAL;SOUTH;240
336;WZZ|1|530|D46;19;530;295;NORMAL;NORTH;240
652;EJU|1|530|D43;22;530;295;NORMAL;SOUTH;240
745;EJU|1|565|D43;18;565;295;NORMAL;SOUTH;240
6513;EJU|1|565|D43;18;565;295;NORMAL;SOUTH;240
141;EJU|1|420|D90;12;420;296;NORMAL;SOUTH;240
112;EJU|1|430|D51;17;430;296;NORMAL;SOUTH;240
359;EJU|1|430|D51;17;430;296;NORMAL;NORTH;240
6319;EJU|1|430|D51;17;430;296;NORMAL;NORTH;240
32;EJU|1|440|D27;12;440;296;NORMAL;SOUTH;240
366;EJU|1|450|D49;14;450;296;NORMAL;SOUTH;240
133;SIA|1|460|D84;21;460;296;NORMAL;SOUTH;240
68;BAW|1|485|D91;16;485;296;NORMAL;SOUTH;240
103;BAW|1|485|D91;16;485;296;NORMAL;SOUTH;240
707;DLA|1|520|D36;13;520;296;NORMAL;SOUTH;240
614;WZZ|1|530|D46;19;530;296;NORMAL;SOUTH;240
668;WZZ|1|535|D75;15;535;296;NORMAL;SOUTH;240
6469;WZZ|1|535|D75;15;535;296;NORMAL;SOUTH;240
6470;WZZ|1|535|D75;15;535;296;NORMAL;SOUTH;240
6471;WZZ|1|535|D75;15;535;296;NORMAL;SOUTH;240
483;RYR|1|595|D90;6;595;296;NORMAL;NORTH;240
63;EJU|1|420|D94;18;420;297;NORMAL;SOUTH;240
161;EJU|1|425|D91;2;425;297;NORMAL;SOUTH;240
343;AUA|1|425|D92;4;425;297;NORMAL;NORTH;240
164;EJU|1|430|D51;17;430;297;NORMAL;SOUTH;240
233;WZZ|1|440|D28;20;440;297;NORMAL;SOUTH;240
398;EJU|1|440|D27;12;440;297;NORMAL;SOUTH;240
6249;WZZ|1|440|D28;20;440;297;NORMAL;SOUTH;240
6331;EJU|1|440|D27;12;440;297;NORMAL;SOUTH;240
83;SIA|1|460|D84;21;460;297;NORMAL;NORTH;240
380;SIA|1|460|D84;21;460;297;NORMAL;SOUTH;240
217;EWG|1|485|D92;18;485;297;NORMAL;SOUTH;240
237;BAW|1|485|D91;16;485;297;NORMAL;SOUTH;240
303;BAW|1|485|D91;16;485;297;NORMAL;NORTH;240
381;EWG|1|485|D92;18;485;297;NORMAL;SOUTH;240
287;WZZ|1|530|D46;19;530;297;NORMAL;SOUTH;240
481;WZZ|1|530|D46;19;530;297;NORMAL;NORTH;240
723;EJU|1|530|D43;22;530;297;NORMAL;NORTH;240
269;EJU|1|540|D32;1;540;297;NORMAL;NORTH;240
6271;EJU|1|540|D32;1;540;297;NORMAL;NORTH;240
1;WZZ|1|390|D31;24;390;298;NORMAL;SOUTH;240
199;RYR|1|400|D18;19;400;298;NORMAL;SOUTH;240
178;EJU|1|420|D90;12;420;298;NORMAL;SOUTH;240
202;EJU|1|420|D91;23;420;298;NORMAL;SOUTH;240
393;EJU|1|420|D93;14;420;298;NORMAL;SOUTH;240
394;EJU|1|420|D93;14;420;298;NORMAL;NORTH;240
513;AUA|1|425|D92;4;425;298;NORMAL;NORTH;240
37;EJU|1|445|D80;6;445;298;NORMAL;SOUTH;240
260;EJU|1|445|D80;6;445;298;NORMAL;NORTH;240
169;EJU|1|450|D49;14;450;298;NORMAL;SOUTH;240
318;SIA|1|460|D84;21;460;298;NORMAL;SOUTH;240
724;WZZ|1|535|D75;15;535;298;NORMAL;NORTH;240
57;EJU|1|420|D90;12;420;299;NORMAL;SOUTH;240
224;EJU|1|420|D91;23;420;299;NORMAL;SOUTH;240
290;EJU|1|420|D91;23;420;299;NORMAL;SOUTH;240
486;EJU|1|420|D91;23;420;299;NORMAL;SOUTH;240
65;EJU|1|425|D91;2;425;299;NORMAL;SOUTH;240
162;AUA|1|425|D92;4;425;299;NORMAL;SOUTH;240
6224;AUA|1|425|D92;4;425;299;NORMAL;SOUTH;240
6225;AUA|1|425|D92;4;425;299;NORMAL;SOUTH;240
6226;AUA|1|425|D92;4;425;299;NORMAL;SOUTH;240
231;EJU|1|430|D51;17;430;299;NORMAL;SOUTH;240
314;EJU|1|440|D27;12;440;299;NORMAL;NORTH;240
6296;EJU|1|440|D27;12;440;299;NORMAL;NORTH;240
6297;EJU|1|440|D27;12;440;299;NORMAL;NORTH;240
6298;EJU|1|440|D27;12;440;299;NORMAL;NORTH;240
6299;EJU|1|440|D27;12;440;299;NORMAL;NORTH;240
168;LOT|1|445|D82;5;445;299;NORMAL;SOUTH;240
281;LOT|1|445|D82;5;445;299;NORMAL;SOUTH;240
332;EJU|1|450|D49;14;450;299;NORMAL;NORTH;240
283;EWG|1|485|D92;18;485;299;NORMAL;SOUTH;240
304;EWG|1|485|D92;18;485;299;NORMAL;SOUTH;240
6291;EWG|1|485|D92;18;485;299;NORMAL;SOUTH;240
6292;EWG|1|485|D92;18;485;299;NORMAL;SOUTH;240
6293;EWG|1|485|D92;18;485;299;NORMAL;SOUTH;240
335;BXI|1|510|D38;8;510;299;NORMAL;SOUTH;240
243;EJU|1|370|D55;4;370;300;NORMAL;SOUTH;240
59;EJU|1|420|D91;23;420;300;NORMAL;SOUTH;240
181;EJU|1|420|D93;14;420;300;NORMAL;SOUTH;240
271;EJU|1|420|D90;12;420;300;NORMAL;SOUTH;240
308;EJU|1|420|D93;14;420;300;NORMAL;SOUTH;240
415;EJU|1|420|D91;23;420;300;NORMAL;SOUTH;240
468;EJU|1|420|D92;16;420;300;NORMAL;SOUTH;240
641;EJU|1|420|D92;16;420;300;NORMAL;NORTH;240
6347;EJU|1|420|D91;23;420;300;NORMAL;SOUTH;240
6348;EJU|1|420|D91;23;420;300;NORMAL;SOUTH;240
6349;EJU|1|420|D91;23;420;300;NORMAL;SOUTH;240
6350;EJU|1|420|D91;23;420;300;NORMAL;SOUTH;240
6450;EJU|1|420|D92;16;420;300;NORMAL;NORTH;240
6451;EJU|1|420|D92;16;420;300;NORMAL;NORTH;240
